Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Addressing Diverse Motivations to Enable Bioinspired Design,,10.1093/icb/icac041,True,,2022,,Integrative And Comparative Biology,False,,William C Barley and Luisa Ruge-Jones and Aimy Wissa and Andrew V Suarez and Marianne Alleyne
