Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Xuan, Y., Blanquart, G., Mueller, M.","55672374700;15055401300;7402452551;","Impact of mixture fraction field curvature on chemical species transport in diffusion flames",2013,"8th US National Combustion Meeting 2013","3",,,"2136","2146",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943402703&partnerID=40&md5=dc044548edd69b9fe262382ecaada432",Conference Paper,"Final","",Scopus,2-s2.0-84943402703
"Mueller, M.E., Pitsch, H.","7402452551;7003265812;","Large Eddy Simulation of soot evolution in an aircraft combustor",2013,"8th US National Combustion Meeting 2013","1",,,"539","555",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943248584&partnerID=40&md5=9cb36461b698ac9a2b30dcfcd8848a82",Conference Paper,"Final","",Scopus,2-s2.0-84943248584
"Donde, P., Raman, V., Mueller, M.E., Pitsch, H.","36645918100;7101864743;7402452551;7003265812;","LES/PDF based modeling of soot-turbulence interactions in turbulent flames",2013,"Proceedings of the Combustion Institute","34","1",,"1183","1192",,59,"10.1016/j.proci.2012.07.055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877701447&doi=10.1016%2fj.proci.2012.07.055&partnerID=40&md5=c46cdad4a13efe4c99bcef84f4740f87",Article,"Final","",Scopus,2-s2.0-84877701447
"Mueller, M.E., Iaccarino, G., Pitsch, H.","7402452551;35606937300;7003265812;","Chemical kinetic uncertainty quantification for Large Eddy Simulation of turbulent nonpremixed combustion",2013,"Proceedings of the Combustion Institute","34","1",,"1299","1306",,36,"10.1016/j.proci.2012.07.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874693948&doi=10.1016%2fj.proci.2012.07.054&partnerID=40&md5=0f4025d4719024686896d28018e4fad5",Article,"Final","",Scopus,2-s2.0-84874693948
"Mueller, M.E., Pitsch, H.","7402452551;7003265812;","LES model for sooting turbulent nonpremixed flames",2012,"Combustion and Flame","159","6",,"2166","2180",,140,"10.1016/j.combustflame.2012.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859839582&doi=10.1016%2fj.combustflame.2012.02.001&partnerID=40&md5=49cad8ec31dad8df24c8ac33c766f98a",Article,"Final","",Scopus,2-s2.0-84859839582
"Mueller, M.E., Pitsch, H.","7402452551;7003265812;","Large eddy simulation of soot evolution in an aircraft combustor",2012,"Western States Section of the Combustion Institute Spring Technical Meeting 2012",,,,"318","326",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943385531&partnerID=40&md5=241d2a07736f611fa4d8b19a7698be7e",Conference Paper,"Final","",Scopus,2-s2.0-84943385531
"Bisetti, F., Blanquart, G., Mueller, M.E., Pitsch, H.","8308282100;15055401300;7402452551;7003265812;","On the formation and early evolution of soot in turbulent nonpremixed flames",2012,"Combustion and Flame","159","1",,"317","335",,213,"10.1016/j.combustflame.2011.05.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83355165380&doi=10.1016%2fj.combustflame.2011.05.021&partnerID=40&md5=4c08ca3f82f4dcbde730c1dddbaaed3c",Article,"Final","",Scopus,2-s2.0-83355165380
"Mueller, M.E., Blanquart, G., Pitsch, H.","7402452551;15055401300;7003265812;","Modeling the oxidation-induced fragmentation of soot aggregates in laminar flames",2011,"Proceedings of the Combustion Institute","33","1",,"667","674",,69,"10.1016/j.proci.2010.06.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650858747&doi=10.1016%2fj.proci.2010.06.036&partnerID=40&md5=b9b693537bd6712ebb39a3b87ac3c521",Article,"Final","",Scopus,2-s2.0-78650858747
"Mueller, M.E., Iaccarino, G., Pitsch, H.","7402452551;35606937300;7003265812;","Chemical kinetic uncertainty quantification for large eddy simulation of turbulent nonpremixed combustion",2011,"Fall Technical Meeting of the Western States Section of the Combustion Institute 2011, WSS/CI 2011 Fall Meeting",,,,"135","147",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943558974&partnerID=40&md5=4608fe7e25dbab460819df8c2cc913de",Conference Paper,"Final","",Scopus,2-s2.0-84943558974
"Mueller, M.E., Pitsch, H.","7402452551;7003265812;","Large eddy simulation subfilter modeling of soot-turbulence interactions",2011,"Physics of Fluids","23","11","115104","","",,51,"10.1063/1.3657826","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82855170909&doi=10.1063%2f1.3657826&partnerID=40&md5=ca3fc5b80d2c7b536eae5ea37ac3adb4",Article,"Final","",Scopus,2-s2.0-82855170909
"Mueller, M.E., Pitsch, H.","7402452551;7003265812;","Large Eddy Simulation modeling for sooting turbulent flames",2010,"Western States Section of the Combustion Institute Spring Technical Meeting 2010",,,,"263","278",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943412496&partnerID=40&md5=b48ae498bce5715dd4b7b8141bf523a7",Conference Paper,"Final","",Scopus,2-s2.0-84943412496
"Mueller, M.E., Blanquart, G., Pitsch, H.","7402452551;15055401300;7003265812;","Hybrid Method of Moments for modeling soot formation and growth",2009,"Combustion and Flame","156","6",,"1143","1155",,193,"10.1016/j.combustflame.2009.01.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249174116&doi=10.1016%2fj.combustflame.2009.01.025&partnerID=40&md5=20d35a71c7d098afdf70abe495956d17",Article,"Final","",Scopus,2-s2.0-65249174116
"Mueller, M.E., Blanquart, G., Pitsch, H.","7402452551;15055401300;7003265812;","Modeling soot oxidation and fragmentation in laminar premixed flames",2009,"Fall Technical Meeting of the Western States Section of the Combustion Institute 2009, WSS/CI 2009 Fall Meeting","2",,,"647","661",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946087847&partnerID=40&md5=5e011e1d00220c708966ed1b49bc7d84",Conference Paper,"Final","",Scopus,2-s2.0-84946087847
"Mueller, M.E., Blanquart, G., Pitsch, H.","7402452551;15055401300;7003265812;","A joint volume-surface model of soot aggregation with the method of moments",2009,"Proceedings of the Combustion Institute","32 I","1",,"785","792",,97,"10.1016/j.proci.2008.06.207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61849087246&doi=10.1016%2fj.proci.2008.06.207&partnerID=40&md5=bc493d6569dc1a2fcc08a3490880ee53",Article,"Final","",Scopus,2-s2.0-61849087246
"Mueller, M.E., Blanquart, G., Pitsch, H.","7402452551;15055401300;7003265812;","Extending the method of moments for bimodal soot particle size distributions",2008,"Western States Section/Combustion Institute Spring Meeting 2008",,,,"564","575",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943564484&partnerID=40&md5=7ef23b905db54a821ee6ca4212deb50a",Conference Paper,"Final","",Scopus,2-s2.0-84943564484
